feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,label
0.0,0.0,0.0,-0.4819963084344056,-0.15789534241816736,-8.006920308024981e-05,-0.8476486803501616,-0.5069271519741163,-0.00010890298318132414,-0.9639926168688112,-0.9224412109692935,-0.00015235291585068012,-0.8975103674295829,-1.2465421769855318,-0.00017259921359863022,-0.6482019320324766,-0.8808898050697758,7.314483499456189e-05,-0.7229944626516085,-1.1800599275463035,-7.568240152485759e-05,-0.6232710884927659,-0.8975103674295829,-0.00016578345411651633,-0.5401682766937305,-0.6565122132123801,-0.0001987581888889561,-0.365652371915756,-0.9307514921491971,5.267280932921581e-05,-0.457065464894695,-1.2049907710860142,-0.00011436096201642543,-0.365652371915756,-0.8310281179903545,-0.0001671762175406673,-0.29917012247652763,-0.5900299637731518,-0.00015402756925468389,-0.091413092978939,-0.9307514921491971,1.8020621847485568e-06,-0.17451590477797446,-1.2216113334458212,-0.0001673023567667296,-0.14127478005836028,-0.8310281179903545,-0.00012307381737991797,-0.11634393651864963,-0.5734094014133446,-3.645147691346896e-05,0.19944674831768508,-0.8808898050697758,-5.716136998425119e-05,0.11634393651864963,-1.1301982404668822,-0.00015878829180828122,0.07479253061913191,-0.8642692427099687,-0.00010839273770601376,0.058171968259324816,-0.6648224943922836,-3.4823284042908065e-05,0.886293747726883,0.36541438018226813,0.17902444506844367,0.1645519691337168,0.24670200784925614,0.6898033985462154,0.8882676033563341,1.0311783283544358,1.1188058521684638,0.25000000365485353,0.43189486567591573,0.5983979749117005,0.18358014922425112,0.36508534160870604,0.19700800641370442,2.6059515704392506,2.6662623221016832,0.09431720138257055,3.134357477419675,0.08201055881370846,3.1121676576917987,0.1933983677208529,3.1300185457964207,0.47674731724880237,3.0697369200687254,0.00015372666341711844,-3.008445095195233e-05,0.9999999877315194,0.0
0.0,0.0,0.0,-0.49259114124323194,-0.1586310454851086,-7.830143411439011e-05,-0.8515982441832145,-0.5009401436371851,-0.00010502744159586137,-0.9768332800925108,-0.9183902633348392,-0.0001485400286259425,-0.9100412609408861,-1.2440013566990096,-0.0001690874473694366,-0.6512221867283405,-0.8766452513650738,9.524619720780751e-05,-0.7347122106678714,-1.1855583399413379,-5.638974105765827e-05,-0.6345241819404344,-0.9100412609408861,-0.00015186155338255824,-0.5510341580009035,-0.6679201915162467,-0.0001873937007729755,-0.3757051077278888,-0.9267392657287923,7.337325392546303e-05,-0.4675441340613727,-1.2106053471231972,-9.523805191855901e-05,-0.3757051077278888,-0.8349002393953084,-0.0001516089858754548,-0.3089130885762641,-0.5927791699706689,-0.00013886941923429104,-0.10018802872743701,-0.9267392657287923,1.888190563136441e-05,-0.18367805266696785,-1.2356523543050564,-0.00015297270423226256,-0.1502820430911555,-0.8349002393953084,-0.0001086791189401137,-0.12523503590929627,-0.5760811651827628,-1.9482954460001402e-05,0.19202705506092094,-0.8849942537590268,-4.388704295811424e-05,0.10018802872743701,-1.1354643255776193,-0.00014346441856693002,0.058443016757671586,-0.8682962489711207,-8.989971940003013e-05,0.04174501196976542,-0.6679201915162467,-1.3309949585118837e-05,0.8911683293393468,0.3681636166130313,0.1783876077779239,0.15940255793345567,0.2353056424512832,0.6787898122208434,0.8862535850482083,1.0305523836588506,1.1125496134762296,0.2535128946086371,0.4355907796612372,0.5927791955325926,0.18443552978901412,0.35861858898088755,0.190569523234126,2.623846258055292,2.6478142309462007,0.08481104614643209,3.1248800727087422,0.07316156969689107,3.1121676138293246,0.18082298481504439,3.1282580769511816,0.5064415444543012,3.0697369140884296,0.00016485975753039331,-1.3818743533037367e-05,0.9999999863151512,0.0
0.0,0.0,0.0,-0.496429730007332,-0.15145313796833856,-7.667772803432907e-05,-0.8666485117077152,-0.5048437932277953,-0.00010257827292993703,-0.9760313335737375,-0.9255469542509579,-0.00014473929218818184,-0.9171328910304947,-1.2536954198490249,-0.00016389613837284835,-0.6562969311961339,-0.8750625749281784,8.5927877574812e-05,-0.7404375634007664,-1.1863829140853188,-6.116481998533239e-05,-0.6394688047552073,-0.9087188278100314,-0.00015318004690893262,-0.5469141093301115,-0.6647109944165971,-0.00018769233256249958,-0.3786328449208464,-0.9255469542509579,6.499170304281785e-05,-0.46277347712547895,-1.2116251037467085,-0.00010179965172787079,-0.3702187817003832,-0.8329922588258621,-0.0001590039786569373,-0.3113203391571404,-0.5889844254324278,-0.00014906586582611204,-0.10096875864555904,-0.9339610174714212,1.3327763526417423e-05,-0.1851093908501916,-1.2284532301876352,-0.00015480483741759006,-0.15145313796833856,-0.8498203852667887,-0.00011451276920637732,-0.12621094830694882,-0.5805703622119646,-3.061699292513049e-05,0.1851093908501916,-0.891890701369105,-4.641522902608903e-05,0.1093828218660223,-1.1358985347625392,-0.00014827672843422302,0.06731250576370604,-0.8750625749281784,-0.0001009701421974072,0.05048437932277952,-0.6815391208575236,-2.938275113821555e-05,0.8987228085443232,0.3618634781523589,0.18237381021563712,0.15822019829556064,0.24458743099449093,0.6956756430204681,0.8993606364109694,1.038583111967364,1.1241201138914938,0.24746502639046353,0.4290347542511431,0.5976354784868396,0.1853005587442802,0.3734555399021606,0.20350903918530386,2.58731092559348,2.7096284272809474,0.08481075097923396,3.127818254641691,0.04631371376531884,3.1386923127745847,0.18964428270791706,3.1367674302540896,0.4608333893565004,3.0684176266557146,0.00015689843377664968,-1.9477560330619506e-05,0.9999999875017529,0.0
0.0,0.0,0.0,-0.4924280677343207,-0.14433236468074917,-7.010085146373319e-05,-0.8744843271833626,-0.4924280677343207,-9.410090801980514e-05,-1.0018364136663767,-0.908444883578833,-0.0001377458055659068,-0.9254251617765682,-1.2310701693358017,-0.00015899430075154569,-0.6622308497116727,-0.865994188084495,0.00010065168301445245,-0.7556223797992162,-1.1886194738414637,-4.774305136142428e-05,-0.6622308497116727,-0.8999547444799654,-0.00014191040567981553,-0.568839319624129,-0.653740710612805,-0.00017666518419613776,-0.3990365376467771,-0.9169350226777006,7.622281087783943e-05,-0.4839379286354531,-1.205599752039199,-8.972329966492805e-05,-0.3905463985479095,-0.823543492590157,-0.0001449706586025484,-0.33111542485583634,-0.5773294587229967,-0.00013186033702556688,-0.12735208648301397,-0.9254251617765682,2.014772131973686e-05,-0.21225347747168996,-1.2395603084346694,-0.00014606888573067407,-0.16980278197735196,-0.8405237707878922,-0.00010079635188142928,-0.13584222558188158,-0.5773294587229967,-1.2192000455686081e-05,0.16131264287848437,-0.8829744662822302,-4.391291585603261e-05,0.06792111279094079,-1.137678639248258,-0.00014060604154430116,0.033960556395470395,-0.8744843271833626,-8.670032852162892e-05,0.033960556395470395,-0.6707209888105402,-1.0340384868316008e-05,0.8839209564079687,0.36906241072262935,0.1888174040314256,0.15719373326745018,0.2440970395138453,0.6785740689454709,0.883504941043103,1.025094215861778,1.1110410354463947,0.24970248610426043,0.43968760491492914,0.6030390103806351,0.1952732359418372,0.37683214399224996,0.19379102833405154,2.6067805700082025,2.611971500066292,0.0311384464058613,3.0919493249465018,0.04631350081229202,3.1386919291211908,0.15797985818864224,3.1192526907060474,0.4797680265626137,3.0132693166644424,0.00017517415672572775,-1.772996795236218e-05,0.9999999844998314,0.0
0.0,0.0,0.0,-0.5071468910068291,-0.16059651548549586,-7.199386661475674e-05,-0.8706021628950565,-0.4986944428233819,-9.633368631426426e-05,-0.9804839892798695,-0.9128644038122923,-0.0001397533556926408,-0.9213168519957394,-1.2509623311501783,-0.00016102001107799692,-0.6592909583088777,-0.8706021628950565,0.00011056994251842831,-0.7522678883267964,-1.174890297499154,-3.7022899754328855e-05,-0.6508385101254306,-0.9044119556288451,-0.00013492677619879215,-0.557861580107512,-0.6677434064923249,-0.00017339422179673219,-0.3888126164385689,-0.9213168519957394,8.675744939431992e-05,-0.4817895464564876,-1.2002476420494954,-7.91358087253278e-05,-0.3888126164385689,-0.8283399219778208,-0.00014096310211668975,-0.3211930309709917,-0.5832189246578534,-0.00013372776712245986,-0.11833427456826011,-0.9297693001791866,3.0450868815692802e-05,-0.19440630821928445,-1.2256049865998369,-0.0001377270670369533,-0.169048963668943,-0.836792370161268,-0.00010004088156473823,-0.14369161911860157,-0.5832189246578534,-1.7061150930758493e-05,0.17750141185239016,-0.8875070592619508,-3.397409914339084e-05,0.0845244818344715,-1.1326280565819182,-0.00013277121428489116,0.04226224091723575,-0.8706021628950565,-8.409357436265032e-05,0.033809792733788605,-0.676195854675772,-1.1596654706403551e-05,0.8963629236881451,0.36411520505011474,0.18559243874574266,0.148801513758317,0.2360519299956326,0.6872001519903276,0.8977916563547381,1.0249791609810175,1.114730206049172,0.25130935468700527,0.4227069541123857,0.5917317665113611,0.17750145019320593,0.3669764696406745,0.20037829412141797,2.5793973833443102,2.709015242437789,0.06223003777296011,3.1260285772440977,0.0767753160263918,3.117403079903223,0.1865653490593082,3.1070484069154136,0.5224573744403768,3.025130276885582,0.00017266012366910788,-3.7483453006378935e-06,0.9999999850872157,0.0
0.0,0.0,0.0,-0.508280840176101,-0.15506873090118334,-7.377425283470658e-05,-0.8787228084400389,-0.4996659106815908,-0.00010043092108742108,-0.9993318213631815,-0.9217974559125899,-0.00014504858041326102,-0.9304123854071,-1.2491647767039769,-0.00016745305557699746,-0.6719645005717945,-0.8701078789455288,9.228969234584325e-05,-0.7581137955168963,-1.1802453407478954,-5.84749803315928e-05,-0.6547346415827741,-0.9131825264180796,-0.00015474216085680005,-0.5685853466376722,-0.6719645005717945,-0.00019150406791694003,-0.38767182725295835,-0.9217974559125899,6.80252126629997e-05,-0.48243605169257037,-1.214705058725936,-0.00010135882124805559,-0.38767182725295835,-0.835648160967488,-0.0001603821243497057,-0.32736732079138703,-0.5858152056266926,-0.0001507831704506369,-0.11199408342863242,-0.9304123854071,1.2659854530143005e-05,-0.19814337837373427,-1.2319349177149566,-0.00015803419218303108,-0.16368366039569351,-0.8442630904619982,-0.000116015858403371,-0.13783887191216296,-0.5772002761321824,-2.972545798227602e-05,0.1809135193847139,-0.8873377379345491,-5.061232804654026e-05,0.09476422443961204,-1.1371706932753445,-0.00015147679890769455,0.05168957696706111,-0.8787228084400389,-0.000100271394244645,0.04307464747255093,-0.6719645005717945,-2.5503077389704196e-05,0.9023266006071388,0.37379668099129104,0.18768695328573343,0.15679172616734385,0.24633878848794544,0.6812334147193396,0.8964909389858168,1.0390905077476655,1.1317407751343462,0.25614027147426227,0.4410474009609553,0.6116600166360779,0.189724180324306,0.38032744913547883,0.20423016365765592,2.5983652981924736,2.655796768698433,0.09839009395554454,3.1152822319102933,0.06792618203745561,3.1334605685180064,0.18964426754639133,3.1337718417782923,0.49720815798031226,3.0180864488141927,0.00016708862736774572,-2.297178946526089e-05,0.9999999857768436,0.0
0.0,0.0,0.0,-0.5082808398445012,-0.15506873080001732,-7.402797075263496e-05,-0.8787228078667648,-0.49966591035561136,-9.875822579547899e-05,-0.9993318207112227,-0.9131825258223243,-0.00014205063207379333,-0.9304123848001039,-1.2491647758890285,-0.00016300936061081048,-0.6633495706445186,-0.870107878377875,0.00010082416791570416,-0.7581137950223069,-1.1802453399779096,-4.9949105617724e-05,-0.6547346411556287,-0.9045675963334344,-0.00014658510013756035,-0.5685853462667302,-0.6547346411556287,-0.00018302857930408139,-0.3876718270000433,-0.9217974553112142,7.702089837916176e-05,-0.4738211218889418,-1.2060901284445793,-9.254041777896415e-05,-0.3876718270000433,-0.8270332309334257,-0.0001516788388393244,-0.32736732057781437,-0.57720027575562,-0.00014098300652196552,-0.11199408335556807,-0.9304123848001039,2.076814163131354e-05,-0.1981433782444666,-1.2233199874223588,-0.0001502598097439997,-0.17229858977779702,-0.8356481604223156,-0.00011039863064519878,-0.1378388718222376,-0.5685853462667302,-2.478630360617748e-05,0.1809135192666869,-0.8873377373556547,-4.3552514890589026e-05,0.09476422437778836,-1.1371706925334604,-0.00014415916566067096,0.05168957693333911,-0.8787228078667648,-9.433013837884712e-05,0.0344597179555594,-0.6719645001334084,-2.030632964870369e-05,0.9037254234188431,0.3781827093272919,0.19517719263712804,0.1641545465104318,0.23622507950359217,0.6958922267806765,0.9028840675344577,1.0446823213803813,1.1243390740220025,0.2533726810511952,0.4392769642228375,0.6032911767975644,0.18972417716112933,0.3740308524689049,0.20093295775874617,2.6038597480069416,2.6554769160573475,0.062229914175919325,3.114880773628512,0.07076165390175317,3.128219090246211,0.219483740900518,3.0798372157204184,0.49720816002122603,3.059585041988117,0.00017071777059088136,-1.4275693503448129e-05,0.9999999853258236,0.0
0.0,0.0,0.0,-0.4996659106222039,-0.15506873088275294,-7.133562240695362e-05,-0.8701078788421137,-0.4910509811287176,-9.699682646927658e-05,-0.9907168917509215,-0.913182526309545,-0.00014083642837511905,-0.9217974558030313,-1.2405498470620235,-0.00016324753076408166,-0.663349570998443,-0.8701078788421137,9.425057664653251e-05,-0.7581137954267921,-1.1716304111141334,-5.180258628747739e-05,-0.6547346415049569,-0.913182526309545,-0.0001452242148671322,-0.5599704170766078,-0.6719645004919294,-0.00018041471472504355,-0.3876718272068823,-0.9217974558030313,6.975052549193667e-05,-0.48243605163523134,-1.197475199594592,-9.570144411532271e-05,-0.3876718272068823,-0.8356481608681686,-0.00015633505928437137,-0.32736732075247843,-0.5772002760635804,-0.0001488864242079158,-0.11199408341532156,-0.9304123852965176,1.4853381818347391e-05,-0.1981433783501843,-1.223319988075051,-0.00015369482304236715,-0.16368366037623922,-0.8442630903616548,-0.00011585988274461401,-0.1378388718957804,-0.5685853465700941,-3.311485669572086e-05,0.18091351936321176,-0.8873377378290862,-4.74440807496785e-05,0.09476422442834902,-1.1371706931401881,-0.00014938755817153345,0.06030450645440392,-0.8787228083355999,-0.00010100111630434134,0.04307464746743137,-0.6719645004919294,-2.8288373391945222e-05,0.8917047344959651,0.3669677415671169,0.19517719556350668,0.16415454786063619,0.24465186969667313,0.673949629113689,0.8907187204759304,1.0325344392017843,1.1199408422848836,0.2511661992488476,0.4346059279388578,0.6030450837320109,0.1897241770024569,0.3823709254036413,0.20836734623561498,2.58575229745235,2.6557967687841066,0.07599967842508051,3.1354166588522103,0.07494824298385362,3.114672532653587,0.19539206674921109,3.138768708385279,0.4646110228790011,3.0921820798877384,0.00016743785493411465,-1.9330078879506818e-05,0.9999999857954563,0.0
0.0,0.0,0.0,-0.5082808400835224,-0.15506873087293904,-7.549452772939014e-05,-0.8701078787870469,-0.5082808400835224,-0.00010103395447181646,-0.9907168916882216,-0.9304123852376343,-0.00014330091359226395,-0.9217974557446932,-1.2577797059693945,-0.00016210362679019673,-0.6633495709564614,-0.8701078787870469,9.128677071182297e-05,-0.749498865885872,-1.180245340532925,-5.2681326714147286e-05,-0.6461197119705794,-0.904567596758811,-0.00014042620506493473,-0.5599704170411688,-0.6633495709564614,-0.00017235590019419145,-0.3876718271823476,-0.9217974557446932,7.06520381898863e-05,-0.4738211221117582,-1.206090129011748,-9.408861162128507e-05,-0.3876718271823476,-0.8356481608152826,-0.00015157143725233097,-0.32736732073176017,-0.594430135012933,-0.00014298473224040684,-0.11199408340823375,-0.9304123852376343,1.950203828457099e-05,-0.19814337833764434,-1.2405498469835123,-0.00014844219824372096,-0.16368366036588008,-0.8528780198011647,-0.00010768165776667788,-0.14645380137999797,-0.5858152055199919,-2.4058046642722134e-05,0.1809135193517622,-0.89595266726587,-3.96430982875494e-05,0.10337915391529269,-1.1544005520541016,-0.00014316496716448615,0.0603045064505874,-0.8873377377729289,-9.640019833676282e-05,0.03445971797176423,-0.6805794299423436,-2.5157777343231474e-05,0.9008119156257053,0.36851769858873473,0.18397270089889783,0.14661588444900522,0.234863904211834,0.6958922268954904,0.8907187205089762,1.026008816377519,1.1169547706528034,0.24259861897002558,0.4207227011271888,0.5946798089051406,0.18111855961763093,0.37194155567372084,0.20423016357977014,2.6224465388018885,2.655796767969763,0.0878269799719942,3.125844969800208,0.06574171100561466,3.1251095839993694,0.18229143520561195,3.1173627211116814,0.45136994823704446,3.106034124428271,0.00015468348482331135,-1.3012701017478353e-05,0.9999999879518444,0.0
0.0,0.0,0.0,-0.5036627764543455,-0.14762529654696335,-7.651718929432103e-05,-0.8770679383084292,-0.49497893548099475,-0.00010290776694993132,-0.9899578709619895,-0.9291709841485339,-0.0001455275176211508,-0.9204871431751832,-1.2591569411358638,-0.00016495190746317872,-0.6686557549480104,-0.8683840973350785,8.268590863290588e-05,-0.7554941646815183,-1.1810023723757068,-6.35638084405452e-05,-0.6512880730013089,-0.9031194612284816,-0.00015311159524714023,-0.564449663267801,-0.6599719139746596,-0.0001862093841640247,-0.3907728438007853,-0.9204871431751832,6.162010062237993e-05,-0.4776112535342932,-1.21573773626911,-0.0001066742655733005,-0.3907728438007853,-0.8423325744150261,-0.00016301885963419859,-0.3299859569873298,-0.5905011861878534,-0.00015224772542603746,-0.10420609168020942,-0.9291709841485339,1.0563574315165153e-05,-0.19972834238706805,-1.2417892591891622,-0.00016009110310262042,-0.1649929784936649,-0.8510164153883769,-0.0001167302340346606,-0.13894145557361257,-0.5818173452145026,-3.011746831801334e-05,0.19104450141371726,-0.8857517792817801,-4.835564453813011e-05,0.10420609168020942,-1.1462670084823037,-0.00015323339235156098,0.060786886813455496,-0.8770679383084292,-0.00010467989055688195,0.03473536389340314,-0.6686557549480104,-3.152263164501792e-05,0.9038272700995086,0.37489264621856827,0.18793252355366133,0.14964453619582363,0.23509966475037727,0.6969830588506818,0.8920718410956328,1.0342159388598935,1.1230056574670624,0.24453918445802886,0.4326261617122719,0.59924797020617,0.19124179859608606,0.3730010631320251,0.19417658722718723,2.5744336981970224,2.679728368483065,0.08782704126478748,3.125844967885047,0.057558981891823534,3.133238403982535,0.20789032263105683,3.1337719480315793,0.48166370060395286,3.106034118683464,0.0001519863898236916,-2.181139271122977e-05,0.9999999882122002,0.0
